,agent_type,statistic,mean,std
0,Markowitz,sharpe_ratio,0.08391542642682162,2.386469551114196
1,Markowitz,cost,0.044512532649142504,0.030246412533014185
2,Markowitz,risk,0.3312470809028384,0.27511604921306376
3,Markowitz,value,0.6089894026663158,16.964696614817967
4,Markowitz,wealth,0.5644768700171733,16.96502148320679
5,Markowitz,wealth_net_risk,0.23322978911433487,16.96864194938562
6,GP,sharpe_ratio,0.08432986125184805,2.3874817605647163
7,GP,cost,0.12333183535644703,0.08467592646759838
8,GP,risk,0.19255532365938444,0.1383371463346719
9,GP,value,0.4850936323842452,12.705064699338347
10,GP,wealth,0.3617617970277982,12.70474482812169
11,GP,wealth_net_risk,0.1692064733684138,12.707115673348802
12,RL,sharpe_ratio,0.03567290991965073,2.359834910626534
13,RL,cost,0.46704722202738286,0.15811572282514857
14,RL,risk,0.9753528336726548,0.37956115349561315
15,RL,value,0.9648435032785848,29.664653348766848
16,RL,wealth,0.4977962812512019,29.664466110137344
17,RL,wealth_net_risk,-0.47755655242145284,29.662233337898993
